Cid,Title,County,CountyId,City,Address,Zip,CurrentUse,Owner,ServiceDates,ConstructionDate,Architect,Contractor,Style,SQFTAPPROX,Rthl_Text,Rthl,SAL_Text,Sal,NRDISTRICT,NRINDIV,Nr,HD_Eligible,Description,SubstantialMod,COVEXP,FEDGRANTPR,FEDGRANTYR,STGRANTPROJ,STGRANTAMT,STGRANTYR,HISTSTRURE,HSR_AUTHOR,MASTERPLAN,MP_AUTHOR,HABS,SERIAL_,POP1995EST,Easement,Easement_Executed,Easement_Expiration,Master_Plan,Architect_Firm,Bibliography,Construction_Docs,Interior_Images,Atlas_Number
218,Bosque County Courthouse (1886),Bosque,18,"Meridian       ","110 S. Main Street, Meridien TX 76665",,"Active Courthouse ","County    ",,1886,P.J. Loonie 1886; O.K. Johnson 1935,"P.J. Loonie                                            ",Renaissance Revival with Neo Gothic Influences,0,"1965 ",True,"1981 ",True,,"1977 ",True,False,"Constructed of local limestone with sheet metal details in the Renaissance Revival style with highly ornamental Neo Gothic and Italianate details. The majestic clocktower sits centered in the the main entry bay flanked by corner pavilions with pyramidal, metal tile roofs with sunburst gable dormers.","1935:  Central clock tower and pyramidal corner roofs removed.  (WPA)- Two-story addition constructed on west side. - Decorative elements removed or changed.- Elevator and handicap ramps added.1991- windows replaced, restrooms modified.","1998 ","Masonry cleaning and repointing, exterior window repair and painting                                                    ","1978 ",,0,,1991,"The Williams Company, Austin                    ","1991      ","The Williams Company, Austin                    ",,31,,Easement,06/14/2004 00:00:00,perpetuity,True,,"The People's Architecture ",,"County Clerk's Office 1910 THC files, County Clerk's Office 1914 THC files",4302000218
2240,Bosque County Courthouse (1854),Bosque,18,Meridian,,,,,,1854,,William McCurry,"vernacular ",,,False,,False,,,False,False,One room log structure,"1860: sold at auction, demolished?",,,,,,,,,,,,0,,,,,False,,,,,4302002240
2241,Bosque County Courthouse (1860),Bosque,18,Meridian,,,gone / burned ca.1871,na,,1860,William  S. Jones,William S. Jones,,,,False,,False,,,False,False,Three room frame structure 30'x40' in size.,1871: destroyed by fire.,,,,,,,,,,,,0,,,,,False,,,,,4302002241
2242,Bosque County Courthouse (1875),Bosque,18,Meridian,,,gone,na,,1875,,A. J. George,Greek Revival,,,False,,False,,,False,False,Two story limestone structure with cupola.,1886: demolished for the new courthouse.,,,,,,,,,,,,0,,,,,False,,,,,4302002242
2245,Bowie County Courthouse (1841),Bowie,19,Old Boston,,,,,,1841,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302002245
2246,Bowie County Courthouse (1887),Bowie,19,Texarkana,,,gone / burned 1/21/1889,na,,1887,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302002246
2247,Bowie County Courthouse (1891),Bowie,19,Boston,,,gone / burned 8/12/1989,na,,1891,,,,,,False,,False,,,False,False,"Original structure was built in 1907 in Renaissance Revival style, with walls of red brick and details of tan sandstone.  The original had projecting central bays and pedimented entrances. Each bay had pediments and a large finial on the roofline. The base of the structure was rusticated stone. The building was capped by a central octagonal dome.A 1962 remodeling removed all of the historic architectural elements and clad the building in brick. The character was completely altered beyond recognition and two winged additions were added the same year.","1962 - Clock tower and upper floor removed, wings added to north and south sides.  Dramatically altered by Architects Rittenberry & Rittenberry with Timmons Construction Co. as the contractor.  State financed marker rejected.",,,,,,,,,,,,0,,,,,False,,,,,4302002247
236,Bowie County Courthouse (1985),Bowie,19,New Boston,,,Active Courthouse,County,,1985,Thomas & Emberton,,Modern,0,,False,,True,,,True,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302000236
219,Brazoria County Courthouse (1940),Brazoria,20,"Angleton       ","111 E. Locust St. Angleton, TX 77515",,Active Courthouse,"County    ",,1940,Lamar Q. Cato/Wyatt C. Hedrick,"Knutson Construction, Houston                          ","Moderne/Brutalism                                                    ",0,,False,,False,,"no   ",False,False,"Constructed of granite and limestone in the Moderne style, including carved ornamental relief panels and friezes. Brutalist beige brick and glass addition designed by renowned archiect, Wyatt C. Hedrick. ","1976: Renovated and modern, brutalist addition constructed, doubling the size of the courthouse. Architect: Wyatt C. Hedrick",,,,,0,,,,,,,35,,Easement,01/01/1986 00:00:00,1/1/2011,False,,"The People's Architecture, Early Modernistic County Courthouses of the State of Texas, A Reflection on the Style of Art Deco, by Ronald Mark Clements, thesis, UT, 1994",,"Courtroom 1940 ABT; Hallway 1940 ABT; Stairwell 1940 ABT, Stairwell 1940 ABT; Office 1940 ABT;Office 1940 ABT; Office 1940 ABT; Office 1940 ABT;",4302000219
2249,Brazoria County Courthouse (1839),Brazoria,20,Brazoria,,,,,,1839,,,,,,False,,False,,,False,False,Two story wood frame structure,1895: demolished for new courthouse,,,,,,,,,,,,0,,,,,False,,Brazoria County Historical Museum archives,,,4302002249
2250,Brazoria County Courthouse (1894),Brazoria,20,Brazoria,,,gone / demolished ca1930,na,,1894,James  Riely Gordon,Thomas Lovell & Hood,Richardsonian Romanesque,,,False,,False,,,False,False,"The four-story building was decorated with granite columns and walls of red pressed brick with red sandstone trim.  It formed a Greek-cross plan, with entrances at the reentrant angles and an open shaft opening into the tower.  Only two years later, the county seat was moved to Angleton, and this building remained vacant for several years.","A tornado seriously damaged the building, and it was leveled ca. 1904.  Materials used for county road base. A wing from one of the ornamental eagles is reportedly in the collections of the Brazoria County Historical Museum.",,,,,,,,,,,,0,,,,,False,,"The People's Architecture, Gone From Texas ","architect's rendering (THC - copy), plans (conjectural) Gone From Texas pg. 233 (1981 ABT), plans reportedly exist in county archives",Stairwell 1894 (artist's rendering) Gone From Texas (pg. 232 - reproduced from Portfolio of James Riely Gordon); stairway photo reportedly exists in Brazoria County Historical Museum archives,4302002250
25,Brazoria County Courthouse (1897),Brazoria,20,"Angleton       ","100 E. Cedar St. Angleton, TX 77515",,"Museum & Library  ","County    ",,1897,"Eugene T. Heiner and J.A. Tempest, Houston                                         ","Tom Lovell                                             ","Renaissance Revival                                         ",0,"1983 ",True,"1981 ",True,,"1979 ",True,False,"Originally constructed of limestone with sheet metal details in the Renaissance Revival style, but heavily altered in 1927 with roof, cornice and tower removal and the addition of two wings.","Additions to the E, W, and S in 1927 by J.A. Tempest.  Original 90 foot tower removed and facade stuccoed in 1927.","2010 ",,,"Roof replacement, door and window restoration, insulation, mechanical and electrical replacement.                       ",35000,"1982, 83, 85",,,,,,34,,Easement,05/17/1982 00:00:00,1/30/1997,False,,"""The Architecture of Eugene T. Heiner (1852-1901)' - unpublished study by David C. Bucek ",,District Courtroom 1930 ABT; District Courtroom 1930 ABT; District Courtroom 1944; District Courtroom 1912 ABT;,4302000025
2254,Brazos County Courthouse (1843),Brazos,21,Booneville,,,,,,1843,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302002254
2255,Brazos County Courthouse (1846),Brazos,21,Bryan,,,,,,1846,,,,,,False,,False,,,False,False,"One room wood frame structure. 18 x 26 feet. ",,,,,,,,,,,,,0,,,,,False,,,,,4302002255
2256,Brazos County Courthouse (1853),Brazos,21,Bryan,,,,,,1853,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302002256
2257,Brazos County Courthouse (1871),Brazos,21,Bryan,,,,,,1871,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302002257
2258,Brazos County Courthouse (1892),Brazos,21,Bryan,,,gone / demolished,na,,1892,Eugene  Thomas Heiner,L. M. Brown,Richardsonian Romanesque and Second Empire,,,False,,False,,,False,False,"The building had an oblong plan; two faades were seven-part compositions, rare in Texas, and two were three part.  French Mansard roofs with crestings surmounted the massive building, and a tower rose from the center.  Polychromatic masonry was used to emphasize the stringcourses, archivolts, entrance arches and pilaster bases and capitals.",,,,,,,,,,,,,0,,,,,False,,"The People's Architecture, Gone From Texas , ""The Architecture of Eugene T. Heiner (1852-1901)' - unpublished study by David C. Bucek ",,Sheriff's Office 1939 Brazos County History,4302002258
2259,Brazos County Courthouse (1955),Brazos,21,Bryan,"300 E 26th St, Bryan, TX 77803",,Active Courthouse,County,,1955,"Caudill, Rowlett & Scott",,Modern Style,0,,False,,False,,,False,False,"Designed by Texas modern architect Caudill, Rowlett & Scott, and constructed of steel and glass with travertine panels and ornamental brickwork. Massive upper stories supported by an open, entry colonnade.",,,,,,,,,,,,,0,,,,,False,"Caudill, Rowlett & Scott","The People's Architecture ",plans in The People's Architecture pg. 312 (1955),,4302002259
3032,Brazos County Courthouse (1854),Brazos,21,,,,razed,,,1854,,,,,,False,,False,,,False,False,Two story building with four rooms on the first and the courtroom on the second floor.	,1866: County seat moved to Bryan,,,,,,,,,"0         ",,,0,,,,,False,,,,,4302003032
206,Brewster County Courthouse (1888),Brewster,22,"Alpine         ","2601 TX-118, Alpine TX 79830",,"Active Courthouse ","County    ","1888-present ",1888,"Tom Lovell                                                                          ",,"Second Empire                                               ",7575,"1965 ",True,"1981 ",True,,"1978 ",True,False,"Constructed of brick and limestone in the Second Empire style with pressed metal entablature and ornamental brackets. Brick was stuccoed over in the late 1920's, and the roofline was altered by the removal of ornamental cresting, mansard pavilions and polychromatic roof tiles in the 1980's.","1934: Remodeling 1971: Remodeling of courtroom  
1980: Remodeling windows, interior elements, and doors replaced; unsympathetic addition",,,,,0,,,,,,"TX-3422      ",41,,,,,True,,,,,4302000206
207,Briscoe County Courthouse (1922),Briscoe,23,"Silverton      ","415 Main Street, Silverton TX 79257",,"Active Courthouse ","County    ",,1922,"Smith & Townes                                                                      ",,"Classical Revival                                           ",,,False,,False,,"no   ",False,False,"Constructed of brick with cast stone columns and entry portico featuring sheet metal details and ornamnetal parapet in the Classical Revival style. Building was altered in the 1940's when  the sheet metal cornice and entablsture were replaced by flat stucco and an ashlar band. ","1954: Remodeling                                                                                                                                                                                                                                              ",,,,,0,,,,,,,42,,,,,False,Smith & Townes,,,,4302000207
208,Brooks County Courthouse (1914),Brooks,24,"Falfurrias     ","100 E. Miller St. Falfurrias, TX 78355",,"Active Courthouse ","County    ","1914-present ",1914,"Alfred Giles                                                                        ","Westlake & Mizell                                      ","Classical Revival                                           ",0,"1977 ",True,,False,,2012,True,False,"Constructed of dark brick with limestone and terracotta details and full height, arched windows. The primary facade features an entabliature and  balustrade over a 2 story loggia with cast stone columns.","-Exterior windows and doors replaced with aluminum frames-1993 Courtroom balcony enclosed to create law library--1984-85 some rehab on first floor including paint removal from historic woodwork, cleaning of floors and baseboards and replacement of light fixtures. HVAC installed.","2007 ",,,"Terra cotta restoration and slate roof replacement.                                                                     ",27844,"1983        ",,,,,,43,,Easement,04/30/2001 00:00:00,perpetuity,True,,"The People's Architecture ",,,4302000208
209,Brown County Courthouse (1917),Brown,25,"Brownwood      ","200 S. Broadway Street, Brownwood TX 76801",,"Active Courthouse ","County    ",,1917,Henry T. Phelps,,"Classical Revival                                           ",0,,False,,False,,"no   ",False,False,"Constructed of red brick with limestone details in the Classical Revival style. A two story colonnade sits above the arched entry loggia. The 1884 vault survives within the 1917 courthouse. ","1994-1997: County has undertaken various unauthorized renovations. Presumed to include alteration of the third floor and replacement of windows.Interior has been recently renovated, destroying a large amount of the historic fabric. The windows have been unsympathetically replaced. ",,,,,0,,,,,,,44,,,,,False,,,,,4302000209
2203,Brown County Courthouse (1876),Brown,25,Brownwood,,,,,,1876,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302002203
